                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    122,                0.51157,                0.36311,                0.80347,                0.91099,                0.95136,                0.94856,                0.77732,                0.61158,                 0.4386,                0.85347,              0.0005072,              0.0005072,              0.0005072
                    123,                0.51742,                0.35913,                  0.811,                0.94098,                0.93105,                0.94223,                0.77624,                 0.6103,                0.45861,                0.84738,             0.00050588,             0.00050588,             0.00050588
                    124,                0.53807,                0.36615,                0.81444,                0.95314,                0.91665,                0.93823,                0.77816,                0.58535,                0.44985,                0.84492,             0.00050456,             0.00050456,             0.00050456
                    125,                0.51363,                0.36916,                 0.8147,                0.93615,                0.92912,                 0.9548,                0.79777,                0.60413,                0.41859,                  0.846,             0.00050324,             0.00050324,             0.00050324
                    126,                0.50811,                0.35586,                0.81598,                0.94504,                0.93716,                0.95986,                0.80429,                0.59655,                0.40865,                0.84526,             0.00050192,             0.00050192,             0.00050192
                    127,                0.52346,                0.35729,                0.81492,                0.94831,                0.92971,                0.96082,                0.81154,                0.57942,                0.39613,                0.84783,              0.0005006,              0.0005006,              0.0005006
                    128,                0.50867,                0.36276,                0.80364,                0.94328,                0.92784,                0.96061,                0.79542,                 0.5863,                0.42644,                0.84924,             0.00049928,             0.00049928,             0.00049928
                    129,                0.50737,                0.37045,                 0.8056,                0.92512,                0.92471,                0.95803,                0.79301,                0.60122,                0.44869,                0.86263,             0.00049796,             0.00049796,             0.00049796
                    130,                0.50241,                 0.3541,                0.80891,                0.93145,                 0.9248,                0.94838,                0.78822,                0.57894,                0.44501,                0.84254,             0.00049663,             0.00049663,             0.00049663
                    131,                0.52448,                0.36217,                0.80941,                0.92534,                0.92344,                0.94633,                0.77969,                0.60031,                0.41564,                0.84624,             0.00049531,             0.00049531,             0.00049531
                    132,                 0.5177,                0.35355,                0.81698,                0.95035,                 0.9244,                0.95617,                0.78956,                0.60644,                0.43452,                0.84784,             0.00049399,             0.00049399,             0.00049399
                    133,                0.51276,                0.36206,                 0.8086,                0.93841,                0.94278,                0.96136,                0.79102,                0.61361,                0.43664,                0.84793,             0.00049267,             0.00049267,             0.00049267
                    134,                0.51772,                0.36381,                0.81248,                0.92013,                0.93076,                 0.9509,                0.78045,                 0.6308,                 0.4627,                0.86138,             0.00049135,             0.00049135,             0.00049135
                    135,                0.51405,                 0.3589,                0.81548,                0.89777,                0.93138,                0.94695,                0.77443,                  0.601,                0.47651,                0.85481,             0.00049003,             0.00049003,             0.00049003
                    136,                0.53384,                0.37303,                0.80477,                0.89989,                0.92287,                0.94238,                0.78596,                0.59036,                0.47003,                0.84947,             0.00048871,             0.00048871,             0.00048871
                    137,                0.49547,                0.34316,                0.80385,                0.93248,                0.91991,                 0.9452,                0.79366,                0.57181,                0.46376,                 0.8434,             0.00048739,             0.00048739,             0.00048739
